Date : 2025-02-26 13:50:39
Directory : c:\Users\majin\Desktop\Angular Practica\Clean-Architecture-Node-Express-Mongo
Total : 311 files,  3294 codes, 234 comments, 449 blanks, all 3977 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
+--------------------+------------+------------+------------+------------+------------+
| TypeScript         |        298 |      2,734 |        198 |        430 |      3,362 |
| ..\..\..\..\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\src\domain\use-cases\user                                                   |          2 |          0 |          0 |         -2 |         -2 |
| ..\..\..\..\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\src\infrastructure                                                          |         21 |     -1,129 |       -141 |       -401 |     -1,671 |
| ..\..\..\..\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\src\infrastructure\datasources                                              |          7 |       -740 |       -114 |       -284 |     -1,138 |
| ..\..\..\..\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\src\infrastructure\datasources (Files)                                      |          1 |        -54 |        -16 |        -36 |       -106 |
| ..\..\..\..\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\src\infrastructure\datasources\customers                                    |          3 |       -377 |        -18 |        -68 |       -463 |
| ..\..\..\..\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\src\infrastructure\datasources\products                                     |          3 |       -309 |        -80 |       -180 |       -569 |
| ..\..\..\..\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\src\infrastructure\mappers                                                  |          7 |       -182 |        -24 |        -49 |       -255 |
| ..\..\..\..\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\src\infrastructure\mappers (Files)                                          |          1 |        -19 |         -3 |         -7 |        -29 |
| ..\..\..\..\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\src\infrastructure\mappers\customers                                        |          3 |       -102 |        -12 |        -22 |       -136 |
| ..\..\..\..\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\src\infrastructure\mappers\products                                         |          3 |        -61 |         -9 |        -20 |        -90 |
| ..\..\..\..\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\src\infrastructure\repositories                                             |          7 |       -207 |         -3 |        -68 |       -278 |
| ..\..\..\..\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\src\infrastructure\repositories (Files)                                     |          1 |        -16 |          0 |         -7 |        -23 |
| ..\..\..\..\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\src\infrastructure\repositories\customers                                   |          3 |        -93 |         -3 |        -28 |       -124 |
| ..\..\..\..\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\src\infrastructure\repositories\products                                    |          3 |        -98 |          0 |        -33 |       -131 |
| ..\..\..\..\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\src\presentation                                                            |         20 |       -913 |        -97 |       -294 |     -1,304 |
| ..\..\..\..\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\src\presentation (Files)                                                    |          2 |        -47 |        -14 |        -28 |        -89 |
| ..\..\..\..\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\src\presentation\auth                                                       |          2 |        -98 |        -20 |        -38 |       -156 |
| ..\..\..\..\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\src\presentation\customers                                                  |          6 |       -369 |         -9 |        -86 |       -464 |
| ..\..\..\..\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\src\presentation\middlewares                                                |          2 |       -107 |         -5 |        -30 |       -142 |
| ..\..\..\..\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\src\presentation\products                                                   |          6 |       -292 |        -49 |       -110 |       -451 |
| ..\..\..\..\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\src\presentation\user                                                       |          2 |          0 |          0 |         -2 |         -2 |
| src                                                                                                                                                               |        168 |      6,870 |        661 |      1,710 |      9,241 |
| src (Files)                                                                                                                                                       |          1 |         16 |          3 |          4 |         23 |
| src\configs                                                                                                                                                       |          5 |         72 |         12 |         36 |        120 |
| src\data                                                                                                                                                          |         10 |        383 |         10 |         43 |        436 |
| src\data\mongodb                                                                                                                                                  |         10 |        383 |         10 |         43 |        436 |
| src\data\mongodb (Files)                                                                                                                                          |          1 |         20 |          0 |          9 |         29 |
| src\data\mongodb\models                                                                                                                                           |          9 |        363 |         10 |         34 |        407 |
| src\data\mongodb\models (Files)                                                                                                                                   |          1 |         34 |          3 |          7 |         44 |
| src\data\mongodb\models\customers                                                                                                                                 |          3 |         94 |          1 |          7 |        102 |
| src\data\mongodb\models\payment                                                                                                                                   |          1 |         65 |          6 |          3 |         74 |
| src\data\mongodb\models\products                                                                                                                                  |          3 |         88 |          0 |         14 |        102 |
| src\data\mongodb\models\sales                                                                                                                                     |          1 |         82 |          0 |          3 |         85 |
| src\domain                                                                                                                                                        |        100 |      2,672 |        291 |        654 |      3,617 |
| src\domain\datasources                                                                                                                                            |          9 |        121 |         15 |         38 |        174 |
| src\domain\datasources (Files)                                                                                                                                    |          1 |          7 |          2 |          4 |         13 |
| src\domain\datasources\customers                                                                                                                                  |          3 |         40 |          0 |          3 |         43 |
| src\domain\datasources\payment                                                                                                                                    |          1 |         21 |         12 |         12 |         45 |
| src\domain\datasources\products                                                                                                                                   |          3 |         41 |          1 |         18 |         60 |
| src\domain\datasources\sales                                                                                                                                      |          1 |         12 |          0 |          1 |         13 |
| src\domain\dtos                                                                                                                                                   |         21 |        651 |         83 |        166 |        900 |
| src\domain\dtos\auth                                                                                                                                              |          2 |         31 |         13 |         23 |         67 |
| src\domain\dtos\customers                                                                                                                                         |          6 |        243 |         24 |         44 |        311 |
| src\domain\dtos\payment                                                                                                                                           |          4 |        143 |          7 |         19 |        169 |
| src\domain\dtos\products                                                                                                                                          |          6 |        147 |         29 |         60 |        236 |
| src\domain\dtos\sales                                                                                                                                             |          2 |         73 |          5 |         12 |         90 |
| src\domain\dtos\shared                                                                                                                                            |          1 |         14 |          5 |          8 |         27 |
| src\domain\entities                                                                                                                                               |          9 |        129 |          6 |         22 |        157 |
| src\domain\entities (Files)                                                                                                                                       |          1 |         10 |          3 |          4 |         17 |
| src\domain\entities\customers                                                                                                                                     |          3 |         30 |          0 |          7 |         37 |
| src\domain\entities\payment                                                                                                                                       |          1 |         34 |          2 |          4 |         40 |
| src\domain\entities\products                                                                                                                                      |          3 |         31 |          0 |          5 |         36 |
| src\domain\entities\sales                                                                                                                                         |          1 |         24 |          1 |          2 |         27 |
| src\domain\errors                                                                                                                                                 |          1 |         27 |          0 |          8 |         35 |
| src\domain\interfaces                                                                                                                                             |          1 |        143 |         10 |          9 |        162 |
| src\domain\interfaces\payment                                                                                                                                     |          1 |        143 |         10 |          9 |        162 |
| src\domain\repositories                                                                                                                                           |          9 |        121 |         16 |         33 |        170 |
| src\domain\repositories (Files)                                                                                                                                   |          1 |          7 |          2 |          4 |         13 |
| src\domain\repositories\customers                                                                                                                                 |          3 |         40 |          0 |          3 |         43 |
| src\domain\repositories\payment                                                                                                                                   |          1 |         21 |         13 |         13 |         47 |
| src\domain\repositories\products                                                                                                                                  |          3 |         41 |          1 |         12 |         54 |
| src\domain\repositories\sales                                                                                                                                     |          1 |         12 |          0 |          1 |         13 |
| src\domain\use-cases                                                                                                                                              |         50 |      1,480 |        161 |        378 |      2,019 |
| src\domain\use-cases\auth                                                                                                                                         |          2 |         93 |         20 |         48 |        161 |
| src\domain\use-cases\customers                                                                                                                                    |         19 |        554 |         57 |        108 |        719 |
| src\domain\use-cases\payment                                                                                                                                      |          6 |        232 |         18 |         37 |        287 |
| src\domain\use-cases\product                                                                                                                                      |         15 |        417 |         49 |        149 |        615 |
| src\domain\use-cases\sales                                                                                                                                        |          6 |        184 |         17 |         34 |        235 |
| src\domain\use-cases\user                                                                                                                                         |          2 |          0 |          0 |          2 |          2 |
| src\infrastructure                                                                                                                                                |         28 |      2,356 |        211 |        574 |      3,141 |
| src\infrastructure\adapters                                                                                                                                       |          1 |         73 |          5 |         13 |         91 |
| src\infrastructure\datasources                                                                                                                                    |          9 |      1,532 |        156 |        398 |      2,086 |
| src\infrastructure\datasources (Files)                                                                                                                            |          1 |         54 |         16 |         36 |        106 |
| src\infrastructure\datasources\customers                                                                                                                          |          3 |        377 |         18 |         68 |        463 |
| src\infrastructure\datasources\payment                                                                                                                            |          1 |        494 |         12 |         56 |        562 |
| src\infrastructure\datasources\products                                                                                                                           |          3 |        309 |         80 |        180 |        569 |
| src\infrastructure\datasources\sales                                                                                                                              |          1 |        298 |         30 |         58 |        386 |
| src\infrastructure\mappers                                                                                                                                        |          9 |        469 |         45 |         73 |        587 |
| src\infrastructure\mappers (Files)                                                                                                                                |          1 |         19 |          3 |          7 |         29 |
| src\infrastructure\mappers\customers                                                                                                                              |          3 |        102 |         12 |         22 |        136 |
| src\infrastructure\mappers\payment                                                                                                                                |          1 |        114 |          6 |          8 |        128 |
| src\infrastructure\mappers\products                                                                                                                               |          3 |         61 |          9 |         20 |         90 |
| src\infrastructure\mappers\sales                                                                                                                                  |          1 |        173 |         15 |         16 |        204 |
| src\infrastructure\repositories                                                                                                                                   |          9 |        282 |          5 |         90 |        377 |
| src\infrastructure\repositories (Files)                                                                                                                           |          1 |         16 |          0 |          7 |         23 |
| src\infrastructure\repositories\customers                                                                                                                         |          3 |         93 |          3 |         28 |        124 |
| src\infrastructure\repositories\payment                                                                                                                           |          1 |         48 |          1 |         14 |         63 |
| src\infrastructure\repositories\products                                                                                                                          |          3 |         98 |          0 |         33 |        131 |
| src\infrastructure\repositories\sales                                                                                                                             |          1 |         27 |          1 |          8 |         36 |
| src\presentation                                                                                                                                                  |         24 |      1,371 |        134 |        399 |      1,904 |
| src\presentation (Files)                                                                                                                                          |          2 |         51 |         16 |         31 |         98 |
| src\presentation\auth                                                                                                                                             |          2 |         98 |         20 |         38 |        156 |
| src\presentation\customers                                                                                                                                        |          6 |        369 |          9 |         86 |        464 |
| src\presentation\middlewares                                                                                                                                      |          2 |        107 |          5 |         30 |        142 |
| src\presentation\payment                                                                                                                                          |          2 |        301 |         25 |         64 |        390 |
| src\presentation\products                                                                                                                                         |          6 |        292 |         49 |        110 |        451 |
| src\presentation\sales                                                                                                                                            |          2 |        153 |         10 |         38 |        201 |
| src\presentation\user                                                                                                                                             |          2 |          0 |          0 |          2 |          2 |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| filename                                                                                                                                                          | language           | code       | comment    | blank      | total      |
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\docker-compose.yml                                                             | YAML               |        -12 |          0 |         -3 |        -15 |
| c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\package-lock.json                                                              | JSON               |     -2,624 |          0 |         -1 |     -2,625 |
| c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\package.json                                                                   | JSON               |        -33 |          0 |         -1 |        -34 |
| c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\readme.md                                                                      | Markdown           |        -42 |          0 |        -21 |        -63 |
| c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\src\app.ts                                                                     | TypeScript         |        -16 |         -3 |         -4 |        -23 |
| c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\src\configs\bcrypt.ts                                                          | TypeScript         |         -9 |          0 |         -4 |        -13 |
| c:\Users\Usuario\Desktop\Practica Angular\14-Clean-Architecture-Node-Express-Mongo\src\configs\envs.ts                                                            | TypeScript         |         -8 |          0 |         -6 |        -14 |
